"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getehrextract-request","getehrextract-request.parameters.extension","getehrextract-request.parameters.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getehrextract-request","getehrextract-request.parameters.modifierExtension","getehrextract-request.parameters.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getehrextract-request","getehrextract-request.parameters.parameterCode","getehrextract-request.parameters.parameterCode","","","",0,1,"","","","CodeableConcept {[]} {[]}
","parameterCode","parameterCode Heter code i schemat.","","","","","","","","","",,,,,"",,,,"getehrextract-request.parameters.parameterCode",0,1,"",""
"getehrextract-request","getehrextract-request.parameters.parameterName","getehrextract-request.parameters.parameterName","","","",1,1,"","","","string {[]} {[]}
","parameterName","parameterName Heter name i schemat.","","","","","","","","","",,,,,"",,,,"getehrextract-request.parameters.parameterName",1,1,"",""
"getehrextract-request","getehrextract-request.parameters.parameterValue","getehrextract-request.parameters.parameterValue","","","",1,1,"","","","string {[]} {[]}
","parameterValue","parameterValue Heter value i schemat.","","","","","","","","","",,,,,"",,,,"getehrextract-request.parameters.parameterValue",1,1,"",""
"getehrextract","getehrextract","getehrextract","","","",0,*,"","","","null {[]} {[]}
","GetEhrExtract — Response","Logisk modell för svaret i GetEhrExtract
(urn:riv:ehr:patientsummary:GetEhrExtractResponder:1, GetEhrExtractResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getehrextract","getehrextract.ehr-extract","getehrextract.ehr_extract","","","",0,*,"","","","BackboneElement {[]} {[]}
","ehr_extract","The root node of an EHR Extract.","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getehrextract","getehrextract.ehr-extract.id","getehrextract.ehr_extract.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getehrextract","getehrextract.ehr-extract.extension","getehrextract.ehr_extract.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getehrextract","getehrextract.ehr-extract.modifierExtension","getehrextract.ehr_extract.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getehrextract","getehrextract.ehr-extract.authorising-party","getehrextract.ehr_extract.authorising_party","","","",0,1,"","","","Identifier {[]} {[]}
","authorising_party","authorising_party","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.authorising_party",0,1,"",""
"getehrextract","getehrextract.ehr-extract.ehr-id","getehrextract.ehr_extract.ehr_id","","","",1,1,"","","","Identifier {[]} {[]}
","ehr_id","ehr_id","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.ehr_id",1,1,"",""
"getehrextract","getehrextract.ehr-extract.ehr-system","getehrextract.ehr_extract.ehr_system","","","",1,1,"","","","Identifier {[]} {[]}
","ehr_system","ehr_system","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.ehr_system",1,1,"",""
"getehrextract","getehrextract.ehr-extract.subject-of-care","getehrextract.ehr_extract.subject_of_care","","","",1,1,"","","","Identifier {[]} {[]}
","subject_of_care","subject_of_care","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.subject_of_care",1,1,"",""
"getehrextract","getehrextract.ehr-extract.time-created","getehrextract.ehr_extract.time_created","","","",1,1,"","","","dateTime {[]} {[]}
","time_created","time_created","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.time_created",1,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions","getehrextract.ehr_extract.all_compositions","","","",0,*,"","","","BackboneElement {[]} {[]}
","all_compositions","Key aggregation class representing the set of Record Components authored and committed during a single clinical encounter. Note the values for territory will indicate the legal framework under which the data was committed. The session_time should be a restriction on the data types of low and high to make them TS, but this restriction is not permissible in XML Schema and thus the IVL properties are simply copied here with the appropriate types.","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getehrextract","getehrextract.ehr-extract.all-compositions.id","getehrextract.ehr_extract.all_compositions.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.extension","getehrextract.ehr_extract.all_compositions.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getehrextract","getehrextract.ehr-extract.all-compositions.modifierExtension","getehrextract.ehr_extract.all_compositions.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getehrextract","getehrextract.ehr-extract.all-compositions.archetype-id","getehrextract.ehr_extract.all_compositions.archetype_id","","","",0,1,"","","","string {[]} {[]}
","archetype_id","archetype_id","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.archetype_id",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.meaning","getehrextract.ehr_extract.all_compositions.meaning","","","",0,1,"","","","CodeableConcept {[]} {[]}
","meaning","meaning","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.meaning",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.compositionName","getehrextract.ehr_extract.all_compositions.compositionName","","","",1,1,"","","","string {[]} {[]}
","compositionName","compositionName Heter name i schemat.","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.compositionName",1,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.orig-parent-ref","getehrextract.ehr_extract.all_compositions.orig_parent_ref","","","",0,1,"","","","Identifier {[]} {[]}
","orig_parent_ref","orig_parent_ref","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.orig_parent_ref",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.policy-ids","getehrextract.ehr_extract.all_compositions.policy_ids","","","",0,*,"","","","Identifier {[]} {[]}
","policy_ids","policy_ids","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.policy_ids",0,*,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.rc-id","getehrextract.ehr_extract.all_compositions.rc_id","","","",1,1,"","","","Identifier {[]} {[]}
","rc_id","rc_id","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.rc_id",1,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.sensitivity","getehrextract.ehr_extract.all_compositions.sensitivity","","","",0,1,"","","","integer {[]} {[]}
","sensitivity","sensitivity","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.sensitivity",0,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.synthesised","getehrextract.ehr_extract.all_compositions.synthesised","","","",1,1,"","","","boolean {[]} {[]}
","synthesised","synthesised","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.synthesised",1,1,"",""
"getehrextract","getehrextract.ehr-extract.all-compositions.links","getehrextract.ehr_extract.all_compositions.links","","","",0,*,"","","","BackboneElement {[]} {[]}
","links","Creates a relationship between two Record Components that is orthogonal to the common one of containment. Note that if a recipient is not permitted to see the component linked to, even revealing the link constitutes an inappropriate disclosure. Role is of type CD so that the displayName property of that class can be used in place of any specific coding scheme.","","","","","","","","","",,,,,"",,,,"getehrextract.ehr_extract.all_compositions.links",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
